"original_idx1","original_idx2","celltype1","celltype2"
1386,6775,"cd16mono","cd14mono"
1386,1521,"cd16mono","cd4naivet"
1388,2294,"tactivated","cd14mono"
1388,313,"tactivated","cd4naivet"
1388,6826,"tactivated","cd14mono"
1388,6254,"tactivated","cd14mono"
1388,6883,"tactivated","bactivated"
1390,3713,"cd8t","pdc"
1390,1528,"cd8t","nk"
1390,4723,"cd8t","cd4naivet"
1390,1943,"cd8t","tactivated"
1392,2371,"nk","cd14mono"
1393,1615,"cd4memoryt","cd14mono"
1395,5617,"mk","b"
1396,5580,"cd14mono","nk"
1396,6343,"cd14mono","cd4memoryt"
1397,3657,"b","dc"
1397,1536,"b","cd14mono"
1397,101,"b","cd16mono"
1398,4200,"dc","cd16mono"
1398,74,"dc","cd16mono"
1398,4884,"dc","cd4naivet"
1399,5364,"cd14mono","dc"
1399,4980,"cd14mono","cd4naivet"
1401,3297,"cd14mono","nk"
1402,7055,"cd14mono","tactivated"
1402,4850,"cd14mono","mk"
1402,6349,"cd14mono","cd4memoryt"
1402,2366,"cd14mono","b"
1403,1834,"cd14mono","dc"
1403,2423,"cd14mono","cd4memoryt"
1404,4039,"nk","cd4memoryt"
1404,4743,"nk","cd4memoryt"
1405,2050,"cd14mono","cd16mono"
1405,2161,"cd14mono","cd4naivet"
1406,1327,"cd16mono","bactivated"
1406,7064,"cd16mono","pdc"
1407,4319,"cd4naivet","cd14mono"
1407,6400,"cd4naivet","cd14mono"
1407,2981,"cd4naivet","mk"
1407,3567,"cd4naivet","cd14mono"
1408,358,"cd4memoryt","cd4naivet"
1408,6323,"cd4memoryt","cd14mono"
1408,3516,"cd4memoryt","tactivated"
1408,5913,"cd4memoryt","cd14mono"
1408,2920,"cd4memoryt","cd14mono"
1409,2075,"cd16mono","cd4memoryt"
1410,5560,"cd14mono","b"
1410,251,"cd14mono","cd8t"
1410,4969,"cd14mono","cd16mono"
1411,3238,"nk","tactivated"
1411,730,"nk","cd14mono"
1411,1027,"nk","cd8t"
1411,6432,"nk","cd14mono"
1413,3364,"cd4naivet","cd14mono"
1413,4276,"cd4naivet","cd14mono"
1413,3692,"cd4naivet","cd16mono"
1413,2054,"cd4naivet","cd14mono"
1416,678,"cd4memoryt","dc"
1416,6753,"cd4memoryt","cd14mono"
1416,1257,"cd4memoryt","cd14mono"
1416,1167,"cd4memoryt","dc"
1417,1716,"cd4naivet","cd4memoryt"
1417,2190,"cd4naivet","dc"
1418,6852,"cd4naivet","cd16mono"
1420,6244,"cd14mono","cd16mono"
1421,2987,"cd4naivet","cd4memoryt"
1421,659,"cd4naivet","mk"
1422,7376,"cd14mono","dc"
1422,5462,"cd14mono","cd4naivet"
1422,439,"cd14mono","cd16mono"
1423,4703,"cd14mono","cd8t"
1423,4076,"cd14mono","cd4naivet"
1424,795,"cd14mono","cd4memoryt"
1425,5232,"tactivated","cd4naivet"
1425,6515,"tactivated","cd14mono"
1426,1019,"bactivated","cd4memoryt"
1427,1123,"cd4memoryt","cd14mono"
1427,5707,"cd4memoryt","cd4naivet"
1427,589,"cd4memoryt","cd14mono"
1428,5905,"dc","cd14mono"
1428,1618,"dc","nk"
1428,7159,"dc","nk"
1428,6170,"dc","tactivated"
1428,388,"dc","cd4naivet"
1429,6645,"b","cd4naivet"
1429,3344,"b","tactivated"
1431,3984,"cd8t","cd4memoryt"
1432,2127,"cd4memoryt","b"
1433,1088,"cd4memoryt","cd16mono"
1433,4008,"cd4memoryt","mk"
1433,5015,"cd4memoryt","cd14mono"
1433,5587,"cd4memoryt","cd14mono"
1434,6330,"cd14mono","tactivated"
1434,7038,"cd14mono","cd4memoryt"
1436,1009,"cd14mono","cd4naivet"
1436,1851,"cd14mono","cd16mono"
1437,3118,"cd4naivet","cd14mono"
1439,906,"cd14mono","cd16mono"
1440,2345,"cd14mono","cd4memoryt"
1441,6424,"cd16mono","cd4naivet"
1442,5018,"b","cd14mono"
1443,6941,"cd14mono","tactivated"
1443,5351,"cd14mono","cd4memoryt"
1444,6302,"cd4naivet","nk"
1444,747,"cd4naivet","cd16mono"
1444,3567,"cd4naivet","cd14mono"
1444,374,"cd4naivet","cd14mono"
1445,294,"cd4naivet","cd4memoryt"
1445,2361,"cd4naivet","cd14mono"
1445,2054,"cd4naivet","cd14mono"
1446,2085,"cd14mono","cd4naivet"
1446,1600,"cd14mono","tactivated"
1447,6808,"mk","cd14mono"
1448,5196,"cd14mono","bactivated"
1450,1883,"cd14mono","b"
1451,5061,"cd4naivet","cd14mono"
1451,7391,"cd4naivet","tactivated"
1452,1266,"cd4naivet","dc"
1452,3269,"cd4naivet","cd14mono"
1453,6618,"bactivated","cd14mono"
1453,2807,"bactivated","cd4naivet"
1453,7327,"bactivated","nk"
1454,2520,"cd16mono","cd4memoryt"
1454,2740,"cd16mono","cd4memoryt"
1455,4097,"b","cd14mono"
1455,6325,"b","cd14mono"
1455,4239,"b","dc"
1455,6564,"b","pdc"
1455,422,"b","cd14mono"
1456,6227,"cd4memoryt","eryth"
1456,728,"cd4memoryt","cd14mono"
1456,6169,"cd4memoryt","b"
1457,2722,"cd4naivet","cd14mono"
1457,6533,"cd4naivet","cd4memoryt"
1457,4105,"cd4naivet","cd14mono"
1459,2139,"cd14mono","cd4naivet"
1460,1966,"cd14mono","b"
1461,1658,"cd14mono","cd4memoryt"
1462,4712,"cd8t","cd14mono"
1463,3454,"cd16mono","cd4memoryt"
1463,6481,"cd16mono","cd4memoryt"
1463,6809,"cd16mono","b"
1463,2158,"cd16mono","cd14mono"
1463,4424,"cd16mono","dc"
1464,146,"cd14mono","cd4naivet"
1464,3542,"cd14mono","cd16mono"
1466,2556,"b","cd14mono"
1466,3209,"b","cd16mono"
1466,5681,"b","cd16mono"
1467,4526,"cd4memoryt","cd14mono"
1467,1820,"cd4memoryt","cd14mono"
1468,4337,"tactivated","cd14mono"
1469,809,"cd4memoryt","cd14mono"
1469,1020,"cd4memoryt","cd16mono"
1469,7105,"cd4memoryt","cd4naivet"
1471,5806,"cd4memoryt","cd4naivet"
1471,5581,"cd4memoryt","cd14mono"
1471,2146,"cd4memoryt","bactivated"
1472,3461,"cd4naivet","b"
1472,4218,"cd4naivet","cd16mono"
1472,213,"cd4naivet","mk"
1473,243,"cd8t","cd4memoryt"
1473,5037,"cd8t","cd14mono"
1475,2287,"cd14mono","cd8t"
1475,4734,"cd14mono","cd16mono"
1476,4491,"cd8t","mk"
1476,3377,"cd8t","cd4naivet"
1478,5022,"cd14mono","cd16mono"
1479,1700,"cd14mono","nk"
1479,625,"cd14mono","cd4memoryt"
1479,5943,"cd14mono","cd4memoryt"
1479,3797,"cd14mono","cd8t"
1483,7329,"cd16mono","dc"
1483,7143,"cd16mono","cd8t"
1483,6945,"cd16mono","cd4naivet"
1484,1143,"cd4memoryt","mk"
1484,5343,"cd4memoryt","cd14mono"
1484,4581,"cd4memoryt","cd14mono"
1485,6145,"nk","dc"
1486,1353,"b","cd14mono"
1486,3452,"b","cd16mono"
1486,5535,"b","cd4memoryt"
1487,493,"cd4naivet","cd14mono"
1487,5544,"cd4naivet","cd14mono"
1487,802,"cd4naivet","bactivated"
1488,2161,"cd14mono","cd4naivet"
1489,3888,"cd4memoryt","cd4naivet"
1489,4830,"cd4memoryt","cd4naivet"
1489,5453,"cd4memoryt","cd14mono"
1490,4365,"cd8t","cd4naivet"
1490,5466,"cd8t","cd4naivet"
1491,2040,"cd4memoryt","pdc"
1491,1302,"cd4memoryt","cd4naivet"
1492,4184,"cd16mono","mk"
1492,32,"cd16mono","cd14mono"
1493,4936,"cd14mono","cd8t"
1493,3634,"cd14mono","dc"
1493,665,"cd14mono","tactivated"
1495,3764,"mk","cd14mono"
1496,580,"cd14mono","cd4naivet"
1496,6385,"cd14mono","cd4memoryt"
1496,5937,"cd14mono","nk"
1496,4175,"cd14mono","cd8t"
1497,5644,"bactivated","b"
1498,1128,"cd14mono","cd4naivet"
1501,2911,"cd4naivet","cd4memoryt"
1501,1448,"cd4naivet","cd14mono"
1501,2983,"cd4naivet","cd14mono"
1504,725,"cd4memoryt","cd14mono"
1504,7318,"cd4memoryt","cd4naivet"
1504,3356,"cd4memoryt","cd14mono"
1504,5064,"cd4memoryt","tactivated"
1505,230,"b","cd4naivet"
1506,1308,"nk","cd4memoryt"
1506,4413,"nk","cd4memoryt"
1507,2858,"cd4naivet","cd14mono"
1507,6110,"cd4naivet","cd4memoryt"
1509,4909,"cd14mono","tactivated"
1510,277,"b","cd14mono"
1511,7117,"b","cd4naivet"
1511,1316,"b","cd4memoryt"
1511,1237,"b","cd14mono"
1512,6135,"cd14mono","cd4memoryt"
1514,6391,"cd4naivet","cd14mono"
1514,1967,"cd4naivet","cd14mono"
1514,5310,"cd4naivet","cd14mono"
1514,3293,"cd4naivet","cd8t"
1515,2422,"mk","dc"
1520,936,"cd4naivet","cd16mono"
1521,3998,"cd4naivet","b"
1522,2812,"cd4memoryt","cd14mono"
1522,2464,"cd4memoryt","cd4naivet"
1522,2906,"cd4memoryt","cd14mono"
1524,3396,"cd8t","cd16mono"
1525,3014,"cd14mono","nk"
1525,3029,"cd14mono","b"
1526,3246,"cd4naivet","cd14mono"
1526,534,"cd4naivet","dc"
1527,2588,"cd14mono","cd4memoryt"
1527,2595,"cd14mono","nk"
1528,672,"nk","cd16mono"
1529,5987,"cd16mono","mk"
1530,1257,"cd8t","cd14mono"
1530,282,"cd8t","cd4memoryt"
1530,5149,"cd8t","cd16mono"
1530,3675,"cd8t","cd4memoryt"
1531,4210,"cd4naivet","cd16mono"
1533,5692,"cd8t","cd14mono"
1533,6255,"cd8t","b"
1535,2999,"cd4naivet","cd16mono"
1537,1223,"cd14mono","cd4memoryt"
1538,4480,"b","cd14mono"
1539,29,"cd14mono","b"
1539,815,"cd14mono","cd4memoryt"
1539,1090,"cd14mono","cd16mono"
1541,6269,"cd14mono","cd4naivet"
1541,3287,"cd14mono","b"
1541,1594,"cd14mono","cd4naivet"
1541,4169,"cd14mono","b"
1543,1099,"nk","cd4naivet"
1543,1291,"nk","cd4memoryt"
1543,5088,"nk","tactivated"
1543,4354,"nk","cd8t"
1544,2382,"cd14mono","cd4memoryt"
1544,6970,"cd14mono","b"
1545,7202,"cd14mono","cd4memoryt"
1546,18,"cd14mono","cd4naivet"
1547,5414,"cd4memoryt","nk"
1547,4059,"cd4memoryt","cd4naivet"
1548,2121,"mk","nk"
1548,3932,"mk","cd4memoryt"
1550,3294,"tactivated","cd14mono"
1551,2653,"cd14mono","cd4memoryt"
1551,7187,"cd14mono","b"
1551,4509,"cd14mono","b"
1551,3726,"cd14mono","cd4naivet"
1552,3635,"cd14mono","cd4naivet"
1552,256,"cd14mono","nk"
1552,4760,"cd14mono","cd4naivet"
1553,6869,"cd14mono","mk"
1554,5008,"cd14mono","cd4memoryt"
1555,5955,"nk","mk"
1555,5529,"nk","b"
1557,4059,"cd4memoryt","cd4naivet"
1558,4534,"pdc","cd14mono"
1558,2,"pdc","cd14mono"
1558,5163,"pdc","b"
1559,5078,"tactivated","cd16mono"
1559,6691,"tactivated","cd14mono"
1559,796,"tactivated","cd14mono"
1559,3294,"tactivated","cd14mono"
1561,5999,"cd4naivet","cd14mono"
1562,5765,"b","tactivated"
1562,3555,"b","cd14mono"
1563,4519,"nk","cd14mono"
1565,4912,"cd4memoryt","cd14mono"
1566,7119,"cd4memoryt","cd14mono"
1566,5831,"cd4memoryt","cd4naivet"
1568,2747,"cd4naivet","cd14mono"
1569,1958,"cd4memoryt","cd14mono"
1569,4069,"cd4memoryt","pdc"
1569,654,"cd4memoryt","b"
1569,6188,"cd4memoryt","cd14mono"
1570,6892,"cd4memoryt","cd4naivet"
1570,5806,"cd4memoryt","cd4naivet"
1570,1902,"cd4memoryt","cd14mono"
1570,6674,"cd4memoryt","cd14mono"
1571,7285,"cd14mono","nk"
1571,5402,"cd14mono","cd4memoryt"
1571,2656,"cd14mono","cd4memoryt"
1571,6591,"cd14mono","b"
1572,7327,"bactivated","nk"
1572,5210,"bactivated","b"
1572,6328,"bactivated","cd8t"
1572,2975,"bactivated","cd14mono"
1574,4446,"cd4memoryt","cd14mono"
1574,5146,"cd4memoryt","cd14mono"
1574,2311,"cd4memoryt","cd4naivet"
1575,4885,"cd8t","cd14mono"
1575,134,"cd8t","cd14mono"
1576,2068,"cd4memoryt","cd14mono"
1576,5968,"cd4memoryt","cd16mono"
1576,6165,"cd4memoryt","cd14mono"
1577,7010,"cd4memoryt","b"
1579,2100,"cd14mono","cd16mono"
1580,152,"cd14mono","bactivated"
1583,1168,"b","cd14mono"
1583,5558,"b","cd14mono"
1583,5545,"b","nk"
1586,4921,"b","tactivated"
1586,37,"b","cd14mono"
1587,255,"b","pdc"
1587,3320,"b","cd4memoryt"
1587,1989,"b","cd14mono"
1589,5583,"dc","b"
1591,6880,"cd16mono","cd14mono"
1591,2427,"cd16mono","b"
1592,1099,"nk","cd4naivet"
1592,2445,"nk","cd4memoryt"
1593,1268,"cd4naivet","cd4memoryt"
1593,1742,"cd4naivet","cd16mono"
1593,3998,"cd4naivet","b"
1594,4380,"cd4naivet","cd14mono"
1594,6632,"cd4naivet","cd8t"
1594,2989,"cd4naivet","dc"
1595,6588,"cd14mono","dc"
1596,989,"cd4naivet","dc"
1596,3313,"cd4naivet","cd16mono"
1597,2095,"cd14mono","bactivated"
1597,7234,"cd14mono","nk"
1598,2837,"cd4memoryt","cd16mono"
1598,6667,"cd4memoryt","cd14mono"
1598,5736,"cd4memoryt","tactivated"
1598,1020,"cd4memoryt","cd16mono"
1600,4538,"tactivated","cd16mono"
1600,6780,"tactivated","cd4naivet"
1601,572,"cd4memoryt","cd16mono"
1601,563,"cd4memoryt","cd14mono"
1602,3413,"b","bactivated"
1602,1949,"b","cd8t"
1602,2556,"b","cd14mono"
1603,4047,"cd4naivet","b"
1603,7173,"cd4naivet","cd14mono"
1603,3499,"cd4naivet","cd4memoryt"
1603,4276,"cd4naivet","cd14mono"
1604,4491,"cd4naivet","mk"
1605,6162,"cd16mono","cd14mono"
1606,475,"cd4naivet","cd14mono"
1606,1077,"cd4naivet","cd14mono"
1606,696,"cd4naivet","cd16mono"
1607,2057,"cd14mono","cd8t"
1608,3843,"cd14mono","cd16mono"
1608,7107,"cd14mono","cd16mono"
1609,6497,"cd14mono","b"
1609,600,"cd14mono","cd4memoryt"
1610,2989,"cd4naivet","dc"
1610,666,"cd4naivet","cd4memoryt"
1610,1431,"cd4naivet","cd8t"
1610,4160,"cd4naivet","cd14mono"
1615,6946,"cd14mono","tactivated"
1615,44,"cd14mono","cd4memoryt"
1616,7184,"cd14mono","nk"
1618,3500,"nk","dc"
1618,672,"nk","cd16mono"
1618,4743,"nk","cd4memoryt"
1618,767,"nk","cd8t"
1618,4213,"nk","cd14mono"
1619,3157,"dc","cd8t"
1619,818,"dc","tactivated"
1619,4054,"dc","cd14mono"
1620,4761,"cd16mono","bactivated"
1620,7263,"cd16mono","cd4memoryt"
1621,6611,"cd14mono","cd16mono"
1623,1483,"cd4memoryt","cd16mono"
1623,2073,"cd4memoryt","mk"
1623,6458,"cd4memoryt","cd16mono"
1624,4185,"cd16mono","cd4naivet"
1625,2812,"cd4memoryt","cd14mono"
1625,3455,"cd4memoryt","dc"
1625,1723,"cd4memoryt","cd14mono"
1625,5164,"cd4memoryt","cd4naivet"
1627,6314,"cd14mono","cd4naivet"
1628,1301,"dc","cd14mono"
1628,5583,"dc","b"
1628,6542,"dc","cd14mono"
1629,1080,"cd4memoryt","bactivated"
1629,5041,"cd4memoryt","cd4naivet"
1630,6830,"cd4memoryt","cd8t"
1630,5091,"cd4memoryt","cd14mono"
1633,2530,"cd14mono","cd8t"
1633,551,"cd14mono","cd4naivet"
1636,6000,"nk","cd8t"
1636,7397,"nk","b"
1636,7359,"nk","b"
1636,2426,"nk","cd8t"
1637,695,"cd8t","cd14mono"
1637,7005,"cd8t","nk"
1637,5981,"cd8t","cd14mono"
1639,4960,"cd14mono","tactivated"
1640,4488,"cd14mono","cd8t"
1643,731,"cd4memoryt","cd4naivet"
1643,4102,"cd4memoryt","cd16mono"
1647,2184,"cd4memoryt","dc"
1647,5581,"cd4memoryt","cd14mono"
1648,406,"bactivated","cd14mono"
1649,1976,"cd4memoryt","cd14mono"
1649,4036,"cd4memoryt","b"
1649,3992,"cd4memoryt","b"
1650,5031,"cd14mono","cd4naivet"
1651,4738,"cd4naivet","cd4memoryt"
1651,64,"cd4naivet","cd8t"
1651,2973,"cd4naivet","cd14mono"
1651,3039,"cd4naivet","cd16mono"
1652,4660,"cd16mono","cd14mono"
1652,3328,"cd16mono","bactivated"
1654,1729,"cd14mono","cd16mono"
1654,1069,"cd14mono","b"
1655,5679,"cd14mono","nk"
1656,3614,"cd4naivet","cd14mono"
1658,6624,"cd4memoryt","cd16mono"
1658,1378,"cd4memoryt","nk"
1659,1454,"cd4naivet","cd16mono"
1659,3879,"cd4naivet","cd16mono"
1659,2150,"cd4naivet","cd8t"
1659,6823,"cd4naivet","cd14mono"
1660,6970,"cd14mono","b"
1661,1850,"cd4memoryt","eryth"
1662,4075,"b","dc"
1662,1313,"b","cd14mono"
1662,7106,"b","cd14mono"
1664,4249,"cd4memoryt","bactivated"
1665,29,"cd14mono","b"
1665,4005,"cd14mono","cd4memoryt"
1665,792,"cd14mono","cd16mono"
1667,2097,"cd4naivet","b"
1667,5594,"cd4naivet","bactivated"
1668,7047,"cd4naivet","dc"
1668,98,"cd4naivet","b"
1668,517,"cd4naivet","cd4memoryt"
1668,5683,"cd4naivet","nk"
1669,4810,"cd16mono","cd4naivet"
1669,1763,"cd16mono","cd14mono"
1669,141,"cd16mono","bactivated"
1669,7123,"cd16mono","cd4naivet"
1669,4786,"cd16mono","cd14mono"
1670,2469,"cd14mono","tactivated"
1670,6614,"cd14mono","cd16mono"
1671,2966,"cd4naivet","cd14mono"
1671,4170,"cd4naivet","nk"
1672,5445,"cd4memoryt","b"
1672,4198,"cd4memoryt","nk"
1672,2365,"cd4memoryt","cd4naivet"
1672,1246,"cd4memoryt","cd8t"
1674,2859,"mk","cd14mono"
1675,1759,"cd14mono","cd4naivet"
1675,5485,"cd14mono","bactivated"
1677,4757,"cd4naivet","cd4memoryt"
1677,5079,"cd4naivet","cd4memoryt"
1677,3508,"cd4naivet","cd4memoryt"
1677,5657,"cd4naivet","cd4memoryt"
1678,1090,"cd14mono","cd16mono"
1678,298,"cd14mono","tactivated"
1678,5910,"cd14mono","cd8t"
1679,6470,"cd4naivet","cd4memoryt"
1679,1815,"cd4naivet","cd14mono"
1679,1066,"cd4naivet","cd14mono"
1680,5825,"cd4naivet","cd14mono"
1680,1213,"cd4naivet","cd14mono"
1683,5480,"cd4naivet","cd8t"
1683,7238,"cd4naivet","cd14mono"
1683,4916,"cd4naivet","cd14mono"
1683,3038,"cd4naivet","cd14mono"
1684,6946,"cd14mono","tactivated"
1685,6667,"cd4memoryt","cd14mono"
1685,6547,"cd4memoryt","b"
1685,5875,"cd4memoryt","cd14mono"
1685,1794,"cd4memoryt","cd14mono"
1686,3349,"cd4memoryt","cd14mono"
1686,2502,"cd4memoryt","cd4naivet"
1686,73,"cd4memoryt","tactivated"
1687,5755,"nk","cd14mono"
1687,4354,"nk","cd8t"
1687,1761,"nk","tactivated"
1687,5083,"nk","cd14mono"
1688,5139,"cd14mono","mk"
1688,2571,"cd14mono","b"
1688,3615,"cd14mono","nk"
1688,2776,"cd14mono","cd16mono"
1689,1950,"tactivated","cd14mono"
1689,4062,"tactivated","cd14mono"
1691,2441,"cd14mono","tactivated"
1692,5405,"cd4memoryt","tactivated"
1693,4969,"cd14mono","cd16mono"
1693,6178,"cd14mono","cd4naivet"
1693,7107,"cd14mono","cd16mono"
1693,3258,"cd14mono","nk"
1697,138,"cd4memoryt","cd4naivet"
1697,678,"cd4memoryt","dc"
1698,1676,"cd4memoryt","b"
1698,6674,"cd4memoryt","cd14mono"
1698,1123,"cd4memoryt","cd14mono"
1698,4602,"cd4memoryt","cd4naivet"
1699,2748,"cd14mono","cd16mono"
1699,1883,"cd14mono","b"
1700,4749,"nk","tactivated"
1700,735,"nk","cd16mono"
1701,3657,"b","dc"
1702,522,"cd14mono","cd16mono"
1702,5348,"cd14mono","cd4naivet"
1703,2013,"cd16mono","cd14mono"
1703,6945,"cd16mono","cd4naivet"
1703,4339,"cd16mono","b"
1703,2463,"cd16mono","tactivated"
1704,6670,"cd8t","cd4memoryt"
1704,266,"cd8t","cd16mono"
1704,1863,"cd8t","b"
1705,3555,"b","cd14mono"
1705,2610,"b","cd4memoryt"
1705,3864,"b","cd14mono"
1705,2425,"b","cd4naivet"
1706,2173,"cd4memoryt","dc"
1707,817,"cd14mono","cd4naivet"
1707,4625,"cd14mono","cd16mono"
1707,2103,"cd14mono","cd4memoryt"
1707,6565,"cd14mono","cd4naivet"
1708,1813,"cd16mono","cd4naivet"
1708,1910,"cd16mono","b"
1708,4420,"cd16mono","nk"
1709,7110,"cd16mono","cd4naivet"
1710,5041,"cd4memoryt","cd4naivet"
1710,5823,"cd4memoryt","b"
1710,1241,"cd4memoryt","cd4naivet"
1713,6028,"nk","cd14mono"
1714,2290,"cd4memoryt","cd4naivet"
1714,5913,"cd4memoryt","cd14mono"
1714,6261,"cd4memoryt","cd4naivet"
1715,687,"cd14mono","bactivated"
1717,1231,"cd14mono","cd4naivet"
1718,5843,"cd14mono","cd4naivet"
1719,4213,"nk","cd14mono"
1719,5000,"nk","bactivated"
1721,5248,"cd14mono","cd4memoryt"
1722,6009,"cd14mono","cd4naivet"
1724,7125,"b","cd14mono"
1726,4126,"cd14mono","bactivated"
1726,3988,"cd14mono","cd4memoryt"
1726,850,"cd14mono","bactivated"
1726,4753,"cd14mono","bactivated"
1727,524,"cd16mono","dc"
1727,766,"cd16mono","nk"
1727,4118,"cd16mono","cd14mono"
1727,4383,"cd16mono","cd4naivet"
1728,7032,"cd14mono","cd16mono"
1728,6104,"cd14mono","dc"
1728,1051,"cd14mono","cd4naivet"
1728,6187,"cd14mono","cd16mono"
1728,5782,"cd14mono","b"
1729,4718,"cd16mono","cd4naivet"
1730,6339,"cd8t","cd14mono"
1730,1174,"cd8t","dc"
1730,5690,"cd8t","nk"
1730,1591,"cd8t","cd16mono"
1731,4341,"cd4naivet","nk"
1731,5691,"cd4naivet","cd16mono"
1732,2350,"cd4memoryt","b"
1733,476,"cd8t","b"
1733,3406,"cd8t","cd4naivet"
1733,7240,"cd8t","b"
1734,1280,"cd14mono","b"
1735,2025,"cd16mono","cd14mono"
1735,259,"cd16mono","cd4memoryt"
1736,6557,"cd4naivet","cd14mono"
1736,5308,"cd4naivet","cd14mono"
1737,2078,"b","dc"
1738,6455,"cd14mono","cd4memoryt"
1739,1540,"mk","cd14mono"
1739,3102,"mk","cd4naivet"
1739,5650,"mk","cd14mono"
1740,3447,"cd14mono","cd4memoryt"
1740,5255,"cd14mono","b"
1741,2053,"cd4naivet","cd16mono"
1741,552,"cd4naivet","cd14mono"
1741,4797,"cd4naivet","cd14mono"
1743,576,"cd14mono","cd4naivet"
1745,4694,"cd14mono","cd8t"
1745,512,"cd14mono","b"
1746,7394,"b","cd4naivet"
1746,4557,"b","cd8t"
1746,1915,"b","cd14mono"
1746,4075,"b","dc"
1747,3579,"cd14mono","tactivated"
1747,3686,"cd14mono","cd4memoryt"
1749,4877,"tactivated","cd14mono"
1749,1384,"tactivated","cd4memoryt"
1749,2466,"tactivated","cd4naivet"
1750,6434,"mk","cd16mono"
1751,5760,"cd4naivet","cd14mono"
1751,1057,"cd4naivet","cd4memoryt"
1751,4916,"cd4naivet","cd14mono"
1752,1133,"cd14mono","cd8t"
1753,5745,"cd4naivet","cd14mono"
1755,6743,"cd14mono","dc"
1755,6710,"cd14mono","cd8t"
1755,3997,"cd14mono","cd4naivet"
1755,580,"cd14mono","cd4naivet"
1756,4849,"cd4naivet","cd14mono"
1756,4222,"cd4naivet","cd16mono"
1757,4674,"cd4memoryt","cd14mono"
1759,1645,"cd4naivet","b"
1759,4447,"cd4naivet","cd14mono"
1759,5480,"cd4naivet","cd8t"
1760,440,"tactivated","cd14mono"
1760,1376,"tactivated","cd16mono"
1761,2969,"tactivated","cd14mono"
1762,5460,"cd16mono","bactivated"
1762,5719,"cd16mono","nk"
1762,4034,"cd16mono","dc"
1762,6171,"cd16mono","cd14mono"
1763,3029,"cd14mono","b"
1763,4691,"cd14mono","cd16mono"
1764,6649,"mk","b"
1765,5064,"cd4memoryt","tactivated"
1765,6242,"cd4memoryt","cd14mono"
1765,3159,"cd4memoryt","cd14mono"
1765,513,"cd4memoryt","cd14mono"
1766,439,"cd14mono","cd16mono"
1768,5110,"dc","cd14mono"
1768,3826,"dc","nk"
1770,240,"dc","cd14mono"
1771,5871,"tactivated","cd4naivet"
1772,6751,"cd4memoryt","cd16mono"
1772,3383,"cd4memoryt","cd14mono"
1773,1826,"cd14mono","cd16mono"
1774,6702,"cd16mono","cd14mono"
1774,3282,"cd16mono","bactivated"
1774,3840,"cd16mono","bactivated"
1774,5192,"cd16mono","tactivated"
1775,6474,"cd14mono","b"
1775,1838,"cd14mono","nk"
1777,5332,"cd14mono","cd4memoryt"
1777,7127,"cd14mono","b"
1777,5816,"cd14mono","bactivated"
1778,1049,"cd4naivet","cd14mono"
1778,4370,"cd4naivet","b"
1778,4772,"cd4naivet","cd14mono"
1778,6423,"cd4naivet","cd14mono"
1779,6892,"cd4memoryt","cd4naivet"
1781,5020,"cd14mono","dc"
1781,1296,"cd14mono","tactivated"
1782,314,"dc","cd4memoryt"
1782,2415,"dc","cd14mono"
1783,6616,"cd16mono","pdc"
1783,3282,"cd16mono","bactivated"
1784,5632,"cd4memoryt","b"
1785,2220,"cd14mono","nk"
1786,2013,"cd16mono","cd14mono"
1786,4767,"cd16mono","cd14mono"
1786,4604,"cd16mono","cd4naivet"
1788,7340,"b","cd14mono"
1790,5255,"cd14mono","b"
1791,2226,"cd14mono","cd16mono"
1792,6298,"cd4naivet","cd4memoryt"
1792,5921,"cd4naivet","cd14mono"
1792,2708,"cd4naivet","tactivated"
1793,6924,"cd14mono","b"
1795,2068,"cd4memoryt","cd14mono"
1795,4027,"cd4memoryt","b"
1795,4370,"cd4memoryt","b"
1796,4561,"cd4naivet","tactivated"
1796,5494,"cd4naivet","cd14mono"
1796,494,"cd4naivet","cd4memoryt"
1796,6498,"cd4naivet","cd14mono"
1797,3795,"tactivated","cd14mono"
1797,5476,"tactivated","bactivated"
1797,7201,"tactivated","cd4naivet"
1798,2089,"cd4naivet","cd4memoryt"
1798,4307,"cd4naivet","cd4memoryt"
1798,6984,"cd4naivet","cd14mono"
1799,6440,"cd4memoryt","cd4naivet"
1799,1100,"cd4memoryt","cd14mono"
1799,2992,"cd4memoryt","dc"
1799,3746,"cd4memoryt","cd4naivet"
1800,5195,"cd4memoryt","cd8t"
1800,1810,"cd4memoryt","b"
1801,1290,"cd14mono","cd4naivet"
1801,4909,"cd14mono","tactivated"
1802,2294,"tactivated","cd14mono"
1802,1436,"tactivated","cd14mono"
1804,5026,"mk","cd14mono"
1806,3837,"cd14mono","cd4naivet"
1806,1662,"cd14mono","b"
1808,572,"cd4memoryt","cd16mono"
1809,6089,"pdc","cd4memoryt"
1810,2729,"b","cd16mono"
1811,3793,"cd4naivet","cd14mono"
1812,603,"dc","cd14mono"
1813,2987,"cd4naivet","cd4memoryt"
1813,7213,"cd4naivet","cd14mono"
1815,2922,"cd14mono","cd4naivet"
1815,3589,"cd14mono","cd4naivet"
1815,1600,"cd14mono","tactivated"
1815,512,"cd14mono","b"
1816,4971,"cd8t","cd4naivet"
1816,1782,"cd8t","dc"
1816,4879,"cd8t","b"
1816,988,"cd8t","cd4naivet"
1817,3612,"cd8t","cd4memoryt"
